user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
89831,180090,339260,105601,37036,174991,482376,1122161,47559,187281,579298,341344,97579,204024,37779,191533,28649,128473
91392,165933,17803,464080,121185,67656,632249,928301,229619,264017,341344,37779,623399,482376,173579,312577,146047,101823
92816,189475,176615,95743,251626,4470,810787,140132,377581,1052873,177753,204024,520150,57222,64583,117781,350750,22015
92886,68460,171084,13796,9869,180090,67656,285039,906665,593513,97579,255338,482376,46660,1365025,632249,373018,1052873
93006,76951,286566,37779,520150,280166,1269015,28649,440324,142335,286851,50151,341344,808027,37449,447165,121185,126104
95743,185285,810787,58104,251626,92816,663997,288351,229524,229850,377581,400708,269331,204024,26512,22015,60989,256795
97579,1052873,180090,37036,128473,28649,47559,844554,89831,191533,119466,136997,55578,37779,481092,579298,286851,171084
98919,101034,37779,428885,134624,286851,324621,128473,97579,207176,68884,280166,142559,663997,227652,126104,373018,625696
101034,13483,357358,168462,386849,43083,27783,172369,914720,464080,353131,46660,32058,199792,98919,1365025,68960,88099
101732,124190,1800054678,68884,203325,382203,74652,1072593,242484,136997,333017,371738,355637,26512,407007,844554,377581,33159
101823,24386,124190,481092,37305,104295,4470,371738,203325,407007,286566,207176,601528,74652,1800054678,7108,222055,136997
103876,383346,68884,222433,37779,57222,529278,339260,1122161,341344,37036,126440,89831,97579,222970,485151,28649,128473
104295,35526,27783,192264,339260,1122161,369715,362983,383346,142367,42720,174991,47510,373018,101823,199792,37779,8688
105601,180090,89831,191533,204024,44383,74652,288146,230557,579298,164368,8688,315055,560491,97579,318235,125640,37779
107135,4470,5060,7108,8629,8688,9869,11176,13483,13796,17803,18391,20480,22015,22655,24386,26512,27643
117781,501778,176615,2549237,222055,482376,129652,187281,177753,92816,38643,24386,229524,928301,251626,188119,47559,382203
119466,341344,128473,8688,28649,47559,844554,218535,180090,97579,1052873,189616,690623,482376,37779,57042,89831,13796
121185,8688,52543,242484,1122161,339260,142335,447165,232480,199792,65056,632249,174991,91392,230557,89831,37036,383346
124190,101732,1800054678,68884,203325,427184,539686,350750,174096,1072593,101823,18391,520150,294000,286566,844554,76951,1269015
124249,269331,329638,125640,252816,60992,1365025,229619,55729,26512,47559,222564,37636,43083,177753,847160,906665,318235
125388,39835,368078,1320105,140806,285039,286851,256795,251626,60989,57222,625696,53932,481092,264017,68884,358796,485151
125640,269331,373817,169969,329638,1365025,204024,377581,37636,101034,60992,227607,105601,1581225,288351,43083,191533,357358
126104,192264,57042,362983,142367,222970,44383,47510,350750,64583,690623,377581,42720,173579,386849,140806,59163,265954
126440,58836,350750,103876,2123645,184723,286566,174991,359220,209747,37779,520150,358698,222433,439797,142367,1269015,262312
128473,37036,28649,1052873,47559,844554,180090,119466,97579,35526,690623,481092,13796,482376,59473,189616,55578,89831
