user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
386585,64583,55578,1269015,185926,131126,11176,255338,248023,337963,329638,47559,198154,601528,353131,347822,1122161,593513
386849,43083,168462,357358,160974,101034,32058,230557,46660,353131,1365025,126104,1535,57042,136997,265954,232480,68960
394077,27643,189475,172369,324621,810787,95743,482376,8629,1365025,377581,89831,187281,22015,209747,60989,229524,47559
400420,174096,294000,65056,242484,177753,173579,333017,315055,632249,232480,124190,560491,231054,55578,142367,121185,625696
400708,350750,95743,185285,157425,17803,2123645,81611,546010,76951,67656,164368,46660,288351,229850,520150,1269015,256795
402559,142335,331557,264017,250031,92816,579298,147109,51011,47559,65056,191533,50151,28649,373018,142367,810787,242484
407007,37636,560491,8629,46660,377581,461834,357358,331557,4470,68884,101823,60260,101732,333017,9869,264017,74652
426903,232190,18391,288351,1320105,579298,60989,1581225,60992,68960,494084,125640,13483,368078,386849,690623,43083,101034
427184,368078,26512,124190,5060,470351,91392,125640,377581,280166,187373,68960,382203,318235,125388,89831,57042,53932
428885,363055,839492,203325,60260,135887,620763,98919,394077,59473,382203,101034,632249,2549237,347822,222433,222564,80998
439797,1269015,307214,158086,1800054678,177933,666723,55729,147109,601528,203111,189616,285039,68884,625696,906665,140132,74281
440324,520150,255338,355637,371738,315055,357358,68884,33159,280166,125640,93006,88099,76951,347822,43083,632249,928301
447165,52543,230557,222433,226863,60260,191533,847160,121185,53932,59473,232480,134624,1581225,222564,373018,229850,278113
461834,53932,187281,407007,7108,47907,33159,316717,906665,50151,68960,101823,386585,189616,74652,663997,57042,140132
464080,494084,1179225,54697,67656,101034,914720,52125,27783,172369,482376,91392,46660,185446,37036,199792,341344,355637
470351,383346,373018,373817,80998,265954,9869,52543,242484,371738,969481,427184,189475,125640,59163,333017,337963,18391
481092,341344,37036,128473,28649,1052873,55578,134624,97579,180090,844554,47559,119466,286851,101823,37779,1320105,59473
482376,67656,180090,1052873,17803,37036,89831,13796,47559,187281,285039,28649,128473,1535,632249,119466,81611,117781
485151,189616,9869,177753,204024,38643,59473,22015,185446,26512,222433,280166,68884,231054,324621,22655,43083,368078
486718,359220,68960,134624,355637,218535,579298,55578,928301,198154,341344,142559,250031,125640,37036,844554,128473,1581225
489552,222055,117781,928301,222433,173579,353131,341344,182624,55729,666723,232480,68960,226863,400708,1133190,264017,187281
494084,464080,232190,18391,1581225,579298,288351,60989,222433,80998,426903,60992,37779,839492,74652,369715,331557,125640
501778,117781,92816,177753,810787,318235,57222,58104,185285,52543,95743,485151,256795,269331,229850,663997,1800054678,265954
520150,440324,37449,76951,286566,255338,1269015,37779,92816,124190,286851,280166,93006,68884,371738,315055,400708,355637
529278,666723,1133190,131021,165933,103876,185446,40961,51011,140806,173314,222433,315055,60989,47510,623399,60992,288146
539686,294000,400420,173579,124190,560491,55578,232190,80998,142367,315055,199020,88099,248023,358796,218535,377581,50969
540346,35526,88099,58836,22655,13796,262312,136997,229850,625696,394077,198154,37305,37868,369715,199020,232190,50151
546010,2123645,158086,663997,593513,22015,400708,140132,177753,632249,125640,76951,371738,91392,222564,359220,187373,218535
560491,37636,407007,377581,8629,174096,539686,169969,294000,46660,60260,105601,331557,357358,35526,252816,125640,204024
579298,18391,180090,89831,222433,1581225,173579,169969,288351,341344,105601,60992,97579,37036,1052873,37779,486718,128473
593513,61660,546010,663997,131126,158086,1269015,187373,92886,135887,53932,386585,57222,222564,382203,134624,318235,177753
601528,11176,307214,7108,1320105,439797,368078,101823,189616,47907,136997,386585,264017,68884,134624,88099,177753,24386
620763,158086,145352,879716,59780,189616,632249,428885,135887,177933,134624,341344,199020,37868,969481,166294,363055,318235
623399,1133190,36944,2123645,51011,166294,288146,204024,80998,47510,222564,131021,59780,355637,40961,529278,165933,74652
625696,59780,166294,5060,140806,13796,285039,33159,125388,39835,337963,147109,55729,262312,439797,58836,632249,47907
632249,318235,36944,13796,180090,189616,285039,1581225,482376,906665,67656,22655,255338,9869,1052873,28649,1535,128473
653438,4470,5060,7108,8629,8688,9869,11176,13483,13796,17803,18391,20480,22015,22655,24386,26512,27643
663997,58104,95743,158086,810787,546010,174991,593513,46660,339260,229850,187281,1800054678,789516,1122161,316717,222564,226863
666723,529278,131021,1133190,248023,439797,307214,355637,232480,230557,32058,131126,333017,55729,5060,140132,13483,68960
690623,192264,341344,57042,128473,37036,362983,844554,173579,1052873,28649,47559,180090,119466,42720,47510,189616,126104
768828,191533,74652,74281,371738,286851,248023,92816,265954,318235,177753,400708,357358,50151,373018,147109,142367,666723
774665,4470,5060,7108,8629,8688,9869,11176,13483,13796,17803,18391,20480,22015,22655,24386,26512,27643
789516,316717,7108,47907,461834,24386,39301,229850,189616,663997,347822,928301,969481,250031,362983,51011,54697,227607
808027,227652,55729,229850,1179225,140132,93006,810787,969481,171084,400708,298447,142367,232480,242484,620763,198154,485151
810787,185285,58104,501778,176615,92816,663997,64583,189475,377581,371738,269331,329638,227652,394077,362983,46660,47559
839492,428885,363055,121185,60260,203325,135887,37779,142335,1179225,265954,74281,339260,52543,187373,1122161,80998,227607
844554,37036,59473,28649,128473,1052873,47559,180090,119466,198154,222433,136997,97579,690623,37779,189616,286851,13796
847160,8629,371738,447165,222564,146047,5060,207176,53932,1179225,124249,105601,37779,362983,126104,39835,60992,222433
879716,363055,839492,203325,60260,135887,620763,394077,51011,136997,632249,969481,222564,39835,847160,26512,177753,373018
906665,285039,67656,632249,180090,13796,9869,92886,59163,146047,255338,324621,482376,8688,46660,461834,44383,55729
914720,481092,54697,27783,47907,101034,464080,172369,37036,199792,134624,121185,227607,101823,173579,357358,125640,353579
928301,353131,489552,50969,2549237,222055,347822,40961,117781,486718,52125,789516,264017,185446,91392,218535,165933,337963
937635,1122161,339260,226863,229850,227652,55729,369715,174991,383346,199792,252816,207176,373018,104295,140132,251917,8688
969481,229850,373018,171084,80998,142367,146047,166642,339260,1122161,192264,298447,232190,252816,18391,54697,125640,331557
1052873,37036,482376,97579,180090,28649,4470,128473,844554,13796,690623,119466,481092,47559,37779,189616,59473,92816
1072593,64583,68960,1800054678,329638,101732,124190,203325,4470,68884,74652,136997,248023,386585,844554,333017,13796,47559
1122161,174991,383346,373018,337963,199792,937635,89831,252816,104295,251917,8688,121185,264017,53932,229850,226863,68884
1133190,164368,131021,184723,529278,623399,36944,2123645,81611,288146,666723,226863,204024,47510,32058,222564,53932,169969
1179225,464080,22655,58836,37779,35526,88099,808027,142335,147109,64583,839492,227652,847160,59163,133174,371738,262312
1269015,61660,29782,286566,76951,131126,520150,439797,386585,593513,37779,124190,1800054678,93006,400708,135887,92816,126104
1320105,60992,125388,232190,46660,60260,285039,481092,601528,369715,286851,18391,426903,358698,358796,182624,60989,80998
1365025,13483,269331,168462,329638,125640,124249,353131,101034,386849,32058,47559,60992,251626,1535,357358,180090,394077
1581225,18391,37868,288351,36944,318235,579298,60989,632249,189616,60992,52543,22655,80998,222433,232480,230557,264017
1701315,4470,5060,7108,8629,8688,9869,11176,13483,13796,17803,18391,20480,22015,22655,24386,26512,27643
2123645,184723,546010,288146,1133190,623399,226863,204024,47510,400708,229850,22015,358796,126440,37305,33159,529278,810787
2549237,222055,117781,928301,222433,173579,51011,363055,80998,373018,47907,57042,529278,623399,55729,579298,95743,280166
1800054678,203325,68884,101732,4470,74652,58104,185285,1072593,8688,333017,844554,136997,371738,439797,29782,663997,95743
